"year","padded_population_of_researchers","number_of_inmigrations","number_of_outmigrations","region","incomelevel","gdp_per_capita","population","syn"
2020,407,27,27,"Sub-Saharan Africa","UMC",6436.60331866558,1653542,FALSE
2008,795,27,44,"Sub-Saharan Africa","LMC",2962.76248130765,2792349,FALSE
2011,1297,73,138,"Sub-Saharan Africa","LMC",2107.5030239722,13555422,FALSE
2003,150,4,2,"Sub-Saharan Africa","LIC",363.818351959243,1347009,FALSE
2006,65326,1251,1217,"South Asia","LMC",909.032403273312,1040500054,FALSE
2020,5363,95,86,"Europe & Central Asia","HIC",19672.9655554146,1331475,FALSE
1998,4,0,0,"Sub-Saharan Africa","LMC",519.295582995766,719371,FALSE
2001,667,36,31,"Sub-Saharan Africa","LMC",297.046970350611,19665502,FALSE
2019,2383,42,27,"Europe & Central Asia","UMC",4147.1981423222,9416801,FALSE
2006,28,3,11,"Latin America & Caribbean","HIC",39152.3750657306,51368,FALSE
2002,329,9,22,"Latin America & Caribbean","LMC",981.752978245454,9711152,FALSE
2005,194,9,11,"Europe & Central Asia","UMC",2373.58129170055,2992547,FALSE
2010,89,12,24,"Latin America & Caribbean","HIC",16494.2430408684,301920,FALSE
2013,4076,55,41,"Europe & Central Asia","HIC",14263.9645773495,1942248,FALSE
2014,39777,621,520,"Europe & Central Asia","HIC",19991.9724878805,10698599,FALSE
2010,132,9,6,"Latin America & Caribbean","HIC",5385.56424337546,785514,FALSE
2001,6653,151,132,"East Asia & Pacific","UMC",1621.26210738992,210996910,FALSE
2016,517,30,26,"Sub-Saharan Africa","LIC",706.202003531135,18112907,FALSE
2010,1564,34,36,"Europe & Central Asia","UMC",5843.5337683582,2046898,FALSE
2007,529,25,12,"Sub-Saharan Africa","LMC",1351.03518185564,12877539,FALSE
2007,1107,59,40,"Sub-Saharan Africa","LIC",1585.58239746094,11260085,FALSE
2012,247820,5393,5939,"Europe & Central Asia","HIC",40676.0647913181,65611593,FALSE
2015,108,7,5,"Europe & Central Asia","HIC",47535.4883792376,51681,FALSE
2003,1298,74,67,"Latin America & Caribbean","UMC",2546.85021359809,5064386,FALSE
1998,35419,687,738,"Europe & Central Asia","HIC",28272.6432492539,7229854,FALSE
2007,232107,4805,5939,"Europe & Central Asia","HIC",43846.4660764798,82376451,FALSE
2004,7435,115,86,"Europe & Central Asia","HIC",13430.6698955613,2018122,FALSE
2020,3509,206,100,"Europe & Central Asia","HIC",28281.42578125,1237537,FALSE
2006,18,0,0,"Latin America & Caribbean","HIC",16006.1361107498,22715,FALSE
2019,4923,156,106,"Sub-Saharan Africa","LMC",1050.93176269531,119695565,FALSE
2012,804,28,43,"Latin America & Caribbean","UMC",3643.71540108565,4076708,FALSE
2000,69,20,26,NA,NA,NA,NA,FALSE
2020,1671,60,83,"Sub-Saharan Africa","LIC",632.12668582235,28225177,FALSE
2014,7,2,3,NA,NA,NA,NA,FALSE
2015,97401,2639,2829,"Europe & Central Asia","HIC",46039.1059284098,16754962,FALSE
2011,83558,2023,1977,"Europe & Central Asia","HIC",52722.2130568997,17030314,FALSE
2017,3267,148,117,"Sub-Saharan Africa","LMC",929.7998046875,52542823,FALSE
1999,3296,82,46,"Middle East & North Africa","LMC",1646.19266238886,38585033,FALSE
2014,650,64,24,"East Asia & Pacific","HIC",60733.9817002272,411702,FALSE
2016,266,14,9,"South Asia","LMC",3427.17384450869,2702520,FALSE
2006,28,1,1,"Sub-Saharan Africa","LIC",258.473168803963,8838369,FALSE
2006,169,4,7,"Europe & Central Asia","LMC",629.92107663841,5318700,FALSE
2004,439,17,7,"Europe & Central Asia","UMC",2472.95725732287,2913021,FALSE
2007,13,3,3,"East Asia & Pacific","UMC",2799.36818151897,106190,FALSE
2006,54139,1333,1316,"Europe & Central Asia","HIC",44670.5606845101,11427054,FALSE
2000,71,10,11,"East Asia & Pacific","HIC",16817.2388653005,352664,FALSE
2013,40,2,5,"Latin America & Caribbean","UMC",8223.04145029796,68674,FALSE
2000,71,4,2,"Latin America & Caribbean","LMC",1025.10850978461,6477365,FALSE
1999,43,2,2,"East Asia & Pacific","LMC",295.591285293477,11899006,FALSE
2015,32385,751,501,"East Asia & Pacific","UMC",5708.79409105798,69578602,FALSE
2013,240,17,5,"Latin America & Caribbean","LMC",2295.53627000423,5514600,FALSE
2002,47,7,3,"Europe & Central Asia","HIC",62583.1002034588,37355,FALSE
2010,17809,243,104,"Middle East & North Africa","LMC",5610.73328198233,41136546,FALSE
2004,16,1,0,"Sub-Saharan Africa","LIC",286.28590628988,2895224,FALSE
2020,3,2,0,NA,NA,NA,NA,FALSE
2011,33855,504,782,"Middle East & North Africa","HIC",42406.8454263606,10478617,FALSE
1998,27,6,11,"Latin America & Caribbean","HIC",976.993263294444,161524,FALSE
2007,201,14,8,"Middle East & North Africa","LIC",1322.72625083956,21966298,FALSE
2016,37500,725,720,"Europe & Central Asia","HIC",17829.6983223668,10573100,FALSE
2006,8548,94,98,"Europe & Central Asia","UMC",3720.47915467431,7540401,FALSE
2017,38,6,2,"Latin America & Caribbean","HIC",77295.8452934434,270425,FALSE
2016,210,26,12,"Latin America & Caribbean","UMC",7726.37826175954,10527592,FALSE
2019,11,0,1,"East Asia & Pacific","LMC",NA,5246922,FALSE
2002,418,26,20,"Latin America & Caribbean","HIC",3638.94359070859,964830,FALSE
2017,124,4,0,"Latin America & Caribbean","UMC",5705.39948731743,374693,FALSE
2000,7,0,2,"Sub-Saharan Africa","LMC",959.228987622236,161680,FALSE
2007,201,15,19,"Sub-Saharan Africa","LIC",384.718345483996,9891136,FALSE
2011,3235,93,100,"Latin America & Caribbean","HIC",18131.5788465661,2153481,FALSE
2003,358,18,13,"Middle East & North Africa","LIC",5187.20610747836,21966298,FALSE
2016,2987,135,90,"Europe & Central Asia","HIC",20381.8557827478,4398070,FALSE
2010,240,7,4,"Middle East & North Africa","UMC",6727.10776676969,5837986,FALSE
1999,46,3,2,"Latin America & Caribbean","LMC",575.556830072863,9266288,FALSE
2018,4071,145,75,"Middle East & North Africa","HIC",29315.1985079166,3816680,FALSE
2019,56342,1061,978,"Middle East & North Africa","LMC",3196.86138078687,93377890,FALSE
2008,38,1,1,"Latin America & Caribbean","UMC",7999.50739437676,314171,FALSE
2008,24,5,1,"Latin America & Caribbean","HIC",75435.6142199311,104257,FALSE
2004,825,44,47,"Sub-Saharan Africa","LIC",191.75129245508,36353531,FALSE
2003,42623,732,411,"East Asia & Pacific","UMC",1771.59411621094,267066843,FALSE
2007,1468,47,33,"South Asia","LMC",341.028140039374,25545090,FALSE
2007,53,4,5,"Europe & Central Asia","HIC",48365.735061209,56186,FALSE
2011,320,21,16,"Latin America & Caribbean","HIC",16704.9243836827,441525,FALSE
2014,32,1,0,"East Asia & Pacific","UMC",16743.376740009,54208,FALSE
2000,1624,67,52,"Middle East & North Africa","LMC",1765.78364270671,5163310,FALSE
2018,60,2,1,"East Asia & Pacific","LMC",1241.16448533695,1088486,FALSE
2010,25608,229,264,"Europe & Central Asia","HIC",9560.15942530942,20246871,FALSE
2016,5440,177,137,"East Asia & Pacific","LMC",2431.19996066282,94636700,FALSE
2005,1291,62,34,"Latin America & Caribbean","UMC",4336.87332999361,11269887,FALSE
2013,96906,730,1282,"Europe & Central Asia","UMC",8801.75787553359,77181884,FALSE
2001,1187,33,39,"South Asia","LMC",869.753488572239,13265331,FALSE
2013,657,32,16,"Middle East & North Africa","HIC",23741.5574626702,777943,FALSE
2017,64,3,1,"Middle East & North Africa","LMC",2921.73870623293,670071,FALSE
2002,82609,835,1541,"South Asia","LMC",543.843798895899,1117415123,FALSE
2019,15052,549,601,"South Asia","LMC",1974.3777314935,159784568,FALSE
2001,742,29,55,"Sub-Saharan Africa","LMC",569.003208636604,12160881,FALSE
2006,347,14,20,"Latin America & Caribbean","HIC",17551.85504429,37044,FALSE
2013,69,3,3,"Europe & Central Asia","HIC",48167.6675141519,25997,FALSE
2015,172,17,9,"Europe & Central Asia","HIC",179369.268180394,76343,FALSE
2009,18240,557,527,"East Asia & Pacific","HIC",39432.8860198877,4588599,FALSE
2005,48,3,1,"Latin America & Caribbean","UMC",3903.8152066628,68742,FALSE
2003,21327,489,508,"Europe & Central Asia","HIC",32927.6802919408,5358783,FALSE
2008,184,8,11,"Latin America & Caribbean","UMC",2802.45158245094,12412046,FALSE
2005,779,111,48,"Sub-Saharan Africa","LMC",832.751137517234,36925253,FALSE
2014,182,31,24,NA,NA,NA,NA,FALSE
2007,7019,126,152,"Europe & Central Asia","HIC",18753.5849413816,5379233,FALSE
2002,21,10,9,NA,NA,NA,NA,FALSE
2016,2077,27,23,"Europe & Central Asia","LMC",1391.5321896037,26868000,FALSE
2007,3225,233,79,"East Asia & Pacific","UMC",4184.88598248749,5123105,FALSE
2015,35,6,6,"East Asia & Pacific","HIC",13300.8246114811,67311,FALSE
2011,320,24,17,"Latin America & Caribbean","HIC",19063.1022913841,271080,FALSE
2005,94,12,6,"Sub-Saharan Africa","LIC",309.190242787419,4898400,FALSE
2020,87,6,9,"Latin America & Caribbean","HIC",29724.9533355233,406471,FALSE
2012,21325,638,702,"Europe & Central Asia","HIC",48153.3240199631,4408100,FALSE
2011,57,3,4,"Sub-Saharan Africa","LMC",1113.83683453612,3012360,FALSE
2013,28,2,4,"East Asia & Pacific","UMC",3852.14446192581,107089,FALSE
2018,639,47,58,"East Asia & Pacific","HIC",25869.1129129041,1018684,FALSE
2001,11873,210,115,"Middle East & North Africa","LMC",1910.4771336696,47812949,FALSE
2020,14511,416,224,"East Asia & Pacific","UMC",3602.88551680629,237936543,FALSE
2007,756,36,61,"Latin America & Caribbean","HIC",8124.55830734871,3317665,FALSE
2002,22976,257,220,"Europe & Central Asia","HIC",12199.206385024,20367487,FALSE
2011,72040,457,501,NA,NA,NA,NA,FALSE
2014,26936,641,794,"Europe & Central Asia","HIC",51496.9616850661,5079623,FALSE
1998,8100,227,184,"Latin America & Caribbean","HIC",4823.25742097417,15351799,FALSE
2006,8548,62,99,"Latin America & Caribbean","UMC",6769.86841430715,4440019,FALSE
2009,23,1,9,NA,NA,NA,NA,FALSE
2017,239388,1902,2396,"Latin America & Caribbean","UMC",6923.6999117682,205188205,FALSE
2013,34,6,2,"East Asia & Pacific","LMC",3320.3549760029,108609,FALSE
2010,8944,236,163,"Middle East & North Africa","LMC",3898.47878787317,7440769,FALSE
1998,92,8,8,"Latin America & Caribbean","UMC",1499.49217657019,11871565,FALSE
2017,86,17,13,"Latin America & Caribbean","UMC",8379.62184743156,382066,FALSE
2002,128,7,4,"Sub-Saharan Africa","LIC",310.095062515845,9140114,FALSE
2017,261,6,10,"Latin America & Caribbean","UMC",6533.67091082712,10527592,FALSE
2016,322952,6524,6502,"Europe & Central Asia","HIC",44512.4590296865,81686611,FALSE
2006,1270,37,39,"South Asia","LMC",1303.56496674267,21495821,FALSE
2013,679,46,21,"East Asia & Pacific","LMC",4211.93943552954,4089602,FALSE
2013,83,4,3,"Europe & Central Asia","HIC",50157.0587890212,65138,FALSE
2002,51,1,9,"Latin America & Caribbean","UMC",2906.72527754218,6037817,FALSE
2001,21,1,2,"East Asia & Pacific","LMC",1778.84223441507,180385,FALSE
2015,1292,70,52,"Sub-Saharan Africa","UMC",6392.98734736839,5040734,FALSE
2006,37,3,0,"Sub-Saharan Africa","LMC",1900.72381643441,1050809,FALSE
2016,5843,127,109,"Latin America & Caribbean","UMC",7078.86032298969,29825653,FALSE
2000,46,4,5,"Sub-Saharan Africa","LIC",174.362477754375,12216837,FALSE
2004,1117,34,36,"Sub-Saharan Africa","LMC",551.903505134912,38360879,FALSE
2002,137,6,7,"Sub-Saharan Africa","UMC",3407.85064848415,1306590,FALSE
2012,30129,446,464,"Europe & Central Asia","HIC",23151.2154130712,10955141,FALSE
2013,48,14,5,NA,NA,NA,NA,FALSE
2014,8172,97,135,"Latin America & Caribbean","UMC",4739.27691304547,11332026,FALSE
2012,31,1,1,"Sub-Saharan Africa","UMC",17644.5943045414,994971,FALSE
2008,32249,531,666,"Latin America & Caribbean","UMC",8184.38988923991,106886790,FALSE
2002,458,23,13,"Europe & Central Asia","UMC",1658.03114240952,2935227,FALSE
2011,1901,153,141,"Latin America & Caribbean","HIC",27944.7338937424,3193694,FALSE
2014,90,6,4,"Latin America & Caribbean","HIC",31483.9788408235,168346,FALSE
1998,1212,17,27,"Europe & Central Asia","LMC",367.156883682362,19176791,FALSE
2018,263,8,8,"Latin America & Caribbean","UMC",7947.15933093481,10765531,FALSE
2004,228,29,32,"East Asia & Pacific","HIC",36144.9949458716,270220,FALSE
2005,35,3,4,"Sub-Saharan Africa","LIC",320.514410808579,6436698,FALSE
2000,102,2,5,"Europe & Central Asia","UMC",1128.39888405073,3060173,FALSE
2011,6548,111,77,"Europe & Central Asia","HIC",17487.8047830922,2021316,FALSE
2006,1349,41,39,"Sub-Saharan Africa","LIC",191.75129245508,12550347,FALSE
2016,1611,58,70,"Sub-Saharan Africa","LMC",1194.43821427144,10974057,FALSE
2010,141,7,4,"Sub-Saharan Africa","LMC",670.261253626844,2946575,FALSE
2008,38273,606,563,NA,NA,NA,NA,FALSE
2015,521,25,3,"East Asia & Pacific","LIC",NA,66391257,FALSE
2000,4,1,0,"Sub-Saharan Africa","LIC",182.174036617438,4584067,FALSE
2004,27,2,2,"East Asia & Pacific","LMC",2639.80566895345,207258,FALSE
1998,230,8,6,"Sub-Saharan Africa","LMC",910.869710766426,5138829,FALSE
2018,1037,59,72,"East Asia & Pacific","UMC",3315.29753909282,2876101,FALSE
2008,24,3,1,"Sub-Saharan Africa","LIC",131.02323900236,51662071,FALSE
2017,3838,39,29,"Europe & Central Asia","HIC",17402.0376128079,2200325,FALSE
2009,269,36,32,"Middle East & North Africa","UMC",1664.24571669276,3320396,FALSE
2019,4190,81,78,"Latin America & Caribbean","UMC",7570.93165511708,22945150,FALSE
2019,19875,222,154,"Middle East & North Africa","LMC",3960.92484913663,45489648,FALSE
2004,296,11,14,"Sub-Saharan Africa","LMC",1119.98086164741,14314599,FALSE
1998,1425,29,39,"Europe & Central Asia","UMC",673.537782887275,3240550,FALSE
2011,4683,80,68,"Europe & Central Asia","HIC",18204.9664786762,1317997,FALSE
2020,14333,193,139,"Europe & Central Asia","UMC",9812.59552626324,18755666,FALSE
2011,27584,391,403,"Europe & Central Asia","HIC",46505.3031791811,5200598,FALSE
2016,3,2,0,"Latin America & Caribbean","UMC",7117.55476276649,374440,FALSE
2006,24,1,4,"Sub-Saharan Africa","LMC",1201.43364840454,8060896,FALSE
2020,237537,5582,6513,"Europe & Central Asia","HIC",40494.8982936276,59987905,FALSE
2013,135,20,31,NA,NA,NA,NA,FALSE
2012,49,4,2,"North America","UMC",5519.3390084833,68442,FALSE
2004,5727,120,111,"Latin America & Caribbean","HIC",4477.18785325931,15523978,FALSE
2000,1740,80,69,"Latin America & Caribbean","UMC",2126.13782387391,39377169,FALSE
2017,15150,247,127,"Middle East & North Africa","LMC",3796.1095999439,43451666,FALSE
2004,6919,107,109,"Europe & Central Asia","HIC",11223.3993032598,5372280,FALSE
2013,543,38,31,"Sub-Saharan Africa","LMC",1121.08269597662,12554864,FALSE
2004,19,3,12,"Europe & Central Asia","UMC",4425.67887307803,4819792,FALSE
2005,53030,907,1346,"East Asia & Pacific","UMC",2099.2194300786,227196741,FALSE
2017,207,32,8,"Sub-Saharan Africa","LMC",1800.87518658218,3813323,FALSE
2018,107,2,1,"East Asia & Pacific","LMC",1241.16448533695,1261845,FALSE
2004,211,8,16,"East Asia & Pacific","UMC",3124.60738926325,901383,FALSE
2006,12419,532,449,"East Asia & Pacific","HIC",39432.8860198877,4070262,FALSE
2011,4968,249,106,"Middle East & North Africa","HIC",59407.6980498883,8575205,FALSE
2011,1000,50,57,"Sub-Saharan Africa","LMC",1408.36781031236,12839771,FALSE
2012,77,9,3,"Sub-Saharan Africa","UMC",9507.87133656424,1450694,FALSE
2009,499,19,11,"Middle East & North Africa","HIC",19864.5356998373,848710,FALSE
2008,139625,4008,3745,"North America","HIC",48570.0459804586,35082954,FALSE
2006,79,6,5,"Sub-Saharan Africa","LIC",387.898540350192,8445717,FALSE
1999,2,1,4,"Latin America & Caribbean","UMC",4299.37286779949,113108,FALSE
2000,3705,127,110,"Latin America & Caribbean","UMC",2595.54301144732,41648268,FALSE
2016,23434,695,913,"Europe & Central Asia","HIC",62784.0656875694,4813600,FALSE
2020,87,9,8,"Sub-Saharan Africa","LIC",435.469247800022,1414091,FALSE
2006,22,2,4,"Sub-Saharan Africa","LMC",801.778683129563,16394062,FALSE
2006,52,7,1,"Europe & Central Asia","HIC",48365.735061209,32565,FALSE
2008,112,5,7,"Latin America & Caribbean","UMC",6760.97488416081,110988,FALSE
2019,25599,1156,706,"East Asia & Pacific","HIC",57564.8023114977,4714100,FALSE
2015,270,19,17,"Sub-Saharan Africa","LIC",519.649963861622,15604210,FALSE
2019,4923,44,47,"Europe & Central Asia","HIC",16551.018202078,1420020,FALSE
2006,16,1,0,"Sub-Saharan Africa","HIC",9187.16634446553,34603,FALSE
2001,5246,134,165,"Europe & Central Asia","UMC",888.901389665655,40364444,FALSE
2006,177593,1299,1232,"Latin America & Caribbean","UMC",3142.23513974908,196353492,FALSE
2010,99,24,28,NA,NA,NA,NA,FALSE
2011,793,23,39,"Europe & Central Asia","UMC",4728.31307850676,2260376,FALSE
2017,61,6,4,"East Asia & Pacific","LMC",3076.58988588361,283218,FALSE
2016,2097,167,156,"Middle East & North Africa","HIC",92992.9971307452,593374,FALSE
2018,1490,88,65,"Sub-Saharan Africa","LIC",1834.56103515625,14452704,FALSE
2017,190,16,20,"Latin America & Caribbean","UMC",8437.5367823125,119966,FALSE
2019,4190,47,48,"Europe & Central Asia","HIC",17883.3494113217,3361637,FALSE
2005,180,9,7,"Latin America & Caribbean","HIC",11560.2459031879,162563,FALSE
2015,1521,23,34,"Europe & Central Asia","UMC",4124.05538986272,2803186,FALSE
2006,34488,641,398,"Latin America & Caribbean","UMC",7581.84564147003,108302973,FALSE
2015,241588,2754,3411,"South Asia","LMC",1659.96249605674,1271850000,FALSE
2000,14840,252,329,"Latin America & Caribbean","UMC",8250.67317414321,44313917,FALSE
2019,5756,346,209,"Middle East & North Africa","HIC",42078.6138125427,2414573,FALSE
2019,44,2,0,"East Asia & Pacific","UMC",13580.0067430883,54493,FALSE
2007,3,0,0,"Latin America & Caribbean","UMC",6126.84949580624,71995,FALSE
2017,1524,75,56,"Sub-Saharan Africa","LMC",1701.7046408106,5163310,FALSE
2013,226,9,13,"Latin America & Caribbean","LMC",1644.80148124531,8326348,FALSE
2015,32,0,2,"East Asia & Pacific","UMC",14349.3168192188,17946,FALSE
2015,108,12,11,"Europe & Central Asia","HIC",141466.827324144,70849,FALSE
2006,459,22,9,"Sub-Saharan Africa","LIC",945.689697265625,29540577,FALSE
2012,5806,81,31,"Europe & Central Asia","UMC",12386.6992652963,17288285,FALSE
2003,3456,49,76,"Europe & Central Asia","UMC",2440.47882968871,9419758,FALSE
2002,41,2,3,"Europe & Central Asia","LMC",423.403800781529,8661546,FALSE
2004,76,2,16,"East Asia & Pacific","HIC",17705.235163895,270220,FALSE
1999,6858,346,214,"Europe & Central Asia","HIC",12549.036894906,5373374,FALSE
2013,1223,56,62,"Sub-Saharan Africa","LIC",2076.0009765625,35990704,FALSE
2009,220,16,3,"East Asia & Pacific","HIC",21223.0754876891,389131,FALSE
2001,10,0,2,"East Asia & Pacific","UMC",NA,101343,FALSE
2015,348592,2730,4252,"North America","HIC",31922.9191626183,62766365,FALSE
2010,30800,558,651,"Latin America & Caribbean","UMC",10385.9644319555,30134807,FALSE
2000,790,29,54,"Sub-Saharan Africa","LMC",569.003208636604,11834676,FALSE
2010,70385,497,502,"Europe & Central Asia","HIC",14181.9486817352,40567864,FALSE
2015,3425,46,73,"Europe & Central Asia","UMC",5039.77560949445,9469379,FALSE
2013,309,17,8,"Europe & Central Asia","UMC",9574.3102711372,621810,FALSE
2009,19,5,9,NA,NA,NA,NA,FALSE
1999,53,4,3,"Sub-Saharan Africa","LMC",1025.10850978461,12754906,FALSE
2011,209,14,8,"Latin America & Caribbean","UMC",6586.39970256684,10157051,FALSE
2012,2106,48,48,"Europe & Central Asia","UMC",3880.6852276838,3571068,FALSE
1999,914,11,33,"Sub-Saharan Africa","LMC",654.840727365959,24311650,FALSE
2007,17468,279,273,"Europe & Central Asia","HIC",8930.72991164974,9843028,FALSE
2010,2814,141,68,"Latin America & Caribbean","UMC",5047.2046433225,28806185,FALSE
1999,17970,460,463,"Europe & Central Asia","HIC",33440.7948054204,6665000,FALSE
1998,21,1,1,"East Asia & Pacific","HIC",8800.72881035461,60032,FALSE
1999,16,0,0,"Europe & Central Asia","UMC",NA,4569132,FALSE
2014,30,2,3,"Europe & Central Asia","HIC",44902.38771225,424700,FALSE
2017,6945,188,190,"Sub-Saharan Africa","LIC",823.024732902811,102471895,FALSE
2006,19482,269,366,"Latin America & Caribbean","UMC",5086.62776073134,37480493,FALSE
2020,90,7,3,"Latin America & Caribbean","HIC",31483.9788408235,393028,FALSE
1999,9,2,1,"South Asia","LIC",298.249881700489,19262847,FALSE
2011,80781,561,528,"Europe & Central Asia","UMC",9963.67416171662,73142150,FALSE
2014,55,5,9,"South Asia","LMC",3312.69674458487,116707,FALSE
2005,124965,1104,1429,"South Asia","LMC",1894.46008300781,50428893,FALSE
2002,18,0,8,"Latin America & Caribbean","LMC",580.937283828998,547741,FALSE
2016,42069,945,791,"Middle East & North Africa","HIC",36941.8423573582,5508214,FALSE
2006,57,1,4,"Sub-Saharan Africa","LIC",211.572629664001,8538804,FALSE
2011,228,17,21,"East Asia & Pacific","UMC",4359.79240035309,917200,FALSE
2014,196,26,6,"Sub-Saharan Africa","LIC",444.864357559096,33753499,FALSE
2003,5,0,0,"Latin America & Caribbean","HIC",NA,89941,FALSE
2017,133721,878,1756,"Middle East & North Africa","LMC",5757.54333251596,83306231,FALSE
2020,20765,175,277,"Europe & Central Asia","LMC",2679.5542234874,46053331,FALSE
2000,1856,148,243,"Latin America & Caribbean","HIC",16192.1269719638,5386406,FALSE
2020,1960,75,36,"Europe & Central Asia","UMC",5025.24175294061,3725276,FALSE
2020,124081,1485,1252,"Europe & Central Asia","HIC",15700.0135796738,46480882,FALSE
2020,19,3,1,"East Asia & Pacific","HIC",13672.576657298,80338,FALSE
2002,221,16,17,"Latin America & Caribbean","LMC",892.355341638943,8592656,FALSE
2000,37,6,0,"Sub-Saharan Africa","HIC",955.030210470206,33132,FALSE
2010,153,19,18,NA,NA,NA,NA,FALSE
2000,151,3,12,"Sub-Saharan Africa","UMC",4793.72247422093,1986558,FALSE
2016,46,6,4,"South Asia","UMC",7409.33190310175,314171,FALSE
2001,311,30,21,"Latin America & Caribbean","LMC",892.355341638943,9445710,FALSE
2015,5657,83,249,"Latin America & Caribbean","INX",12937.9275972349,29825653,FALSE
2015,689,27,13,"Sub-Saharan Africa","LIC",792.440550873266,18700106,FALSE
2002,12176,532,449,"East Asia & Pacific","HIC",21913.7081719961,4138012,FALSE
2002,15,2,1,"East Asia & Pacific","LMC",1432.60842167883,212422,FALSE
2009,5210,183,122,"East Asia & Pacific","LMC",1684.01177184608,88349117,FALSE
2009,131,11,5,"Sub-Saharan Africa","UMC",6574.6635764099,1186873,FALSE
2005,29,3,4,"Sub-Saharan Africa","UMC",9502.85881614782,1043686,FALSE
2016,71031,3420,3191,"Europe & Central Asia","HIC",88724.9909402638,7996861,FALSE
2018,48,3,5,"Latin America & Caribbean","UMC",7240.67911908479,522023,FALSE
2006,265,16,9,"Sub-Saharan Africa","LIC",427.717319974613,6998023,FALSE
2017,408,19,17,"East Asia & Pacific","LMC",1159.34020074533,6323418,FALSE
2016,105,7,5,"Sub-Saharan Africa","HIC",12020.021064317,56483,FALSE
2020,2083,106,69,"Sub-Saharan Africa","LMC",1631.7139850845,20448873,FALSE
2007,3292,131,84,"Sub-Saharan Africa","LMC",492.808648889577,92853164,FALSE
2008,114,9,18,"Latin America & Caribbean","HIC",4213.81622922287,2943120,FALSE
2012,42,1,2,"Sub-Saharan Africa","LIC",710.258132978222,13763906,FALSE
2007,141,11,5,"Sub-Saharan Africa","UMC",8399.59734808121,1213370,FALSE
2019,32065,835,638,"Latin America & Caribbean","HIC",14675.1508730028,19039485,FALSE
1998,544,32,33,"Latin America & Caribbean","UMC",3653.75420836815,3901430,FALSE
2016,537,51,42,"Sub-Saharan Africa","LIC",526.140801271383,7861281,FALSE
2013,195,29,34,NA,NA,NA,NA,FALSE
2005,32,3,2,"Latin America & Caribbean","UMC",7618.90541950613,68888,FALSE
2015,521,43,20,"East Asia & Pacific","LMC",2439.4633552251,7319399,FALSE
2003,13017,373,274,"Europe & Central Asia","HIC",15797.7821340276,5454147,FALSE
2011,1213560,18517,19480,"North America","HIC",53291.1276891406,313877662,FALSE
2012,3373,111,67,"Sub-Saharan Africa","LIC",557.534148360438,32779823,FALSE
2003,21327,591,621,"Europe & Central Asia","HIC",29899.1952495081,5390574,FALSE
2006,1211,54,66,"Latin America & Caribbean","UMC",1543.70141392774,25818226,FALSE
1999,54,7,5,"Latin America & Caribbean","UMC",2106.73946874831,4923449,FALSE
2010,11,2,1,"Latin America & Caribbean","HIC",24452.5887394376,108599,FALSE
1998,7688,89,95,"Europe & Central Asia","HIC",5364.01024143422,4311159,FALSE
2019,64,10,9,"North America","HIC",104287.387498459,35401,FALSE
2020,215,20,24,"Sub-Saharan Africa","LIC",549.81612778082,16644701,FALSE
2004,9311,112,86,"Europe & Central Asia","UMC",4102.36474609375,7075947,FALSE
2000,4155,82,102,"Sub-Saharan Africa","LMC",583.085838768235,97084366,FALSE
2015,3501,46,58,"Europe & Central Asia","UMC",5967.06856034227,9446836,FALSE
2010,38,4,0,"Europe & Central Asia","HIC",45680.5469412164,56911,FALSE
2011,558,20,19,"Europe & Central Asia","UMC",3321.04397795719,3011487,FALSE
2011,130,33,41,NA,NA,NA,NA,FALSE
2008,396,20,16,"East Asia & Pacific","LMC",1438.09661601851,8682174,FALSE
2012,13973,1147,288,"Middle East & North Africa","HIC",41054.5395699204,9140169,FALSE
2017,458,33,28,"Sub-Saharan Africa","LIC",561.649634566263,20921743,FALSE
2010,613,48,28,"Latin America & Caribbean","HIC",20011.1482740497,1261673,FALSE
1999,139276,3475,3865,"Europe & Central Asia","HIC",28280.926786099,61816234,FALSE
2013,421,13,17,"Latin America & Caribbean","UMC",6171.29512670907,10030882,FALSE
2013,421,12,13,"East Asia & Pacific","LMC",3793.74365523458,736357,FALSE
1998,5121,65,71,"Europe & Central Asia","UMC",1820.44866449942,9796749,FALSE
2007,26,5,0,"Sub-Saharan Africa","LIC",131.02323900236,51662071,FALSE
2020,1037,250,255,"East Asia & Pacific","HIC",74111.6011863847,1208523,FALSE
2018,25477,943,923,"Europe & Central Asia","HIC",79446.9391085469,4934340,FALSE
2006,5,0,0,"Latin America & Caribbean","UMC",5010.16342484565,400728,FALSE
2004,1515,83,71,"South Asia","LMC",420.682610613286,27161567,FALSE
2006,5,0,1,"Sub-Saharan Africa","LMC",1103.19541672121,214599,FALSE
2008,98,13,5,"East Asia & Pacific","LMC",1646.13042756814,689737,FALSE
2009,2,1,1,NA,NA,NA,NA,FALSE
2002,819,59,28,"Europe & Central Asia","UMC",1468.66867224573,14928374,FALSE
2000,305,18,18,"Latin America & Caribbean","HIC",4953.12997978141,3181608,FALSE
2009,76614,2023,1868,"Europe & Central Asia","HIC",51965.1571531985,10353442,FALSE
2016,1255,46,34,"Sub-Saharan Africa","LIC",767.371344051512,26868000,FALSE
2016,214,10,10,"South Asia","LMC",3427.17384450869,772506,FALSE
1999,174757,5244,4958,"Europe & Central Asia","HIC",24288.2700193508,60846820,FALSE
